id,versek
128,megénekellek lész oka énekem szabadon szárnyal lerészegítéd szomjas lelkemet művészetednek édes italával megénekellek ámbár vakmerőség fölhangolni nádsípomat mentségem gyönge szívbül ömlő tiszta hangot ad érti emberét kor nagyot teremt lelke erejébül bukása népét fölviszi magasra honnan leszédül költőt ér balszerencse ész holt fénye föllobog feltámadását fogják ünnepelni világosabban látó századok színész végzete lekötve csügg ő rövid bilincsen jelen erre számolhat jövőhöz köze jelennek fövenyébe bocsátá híre horgonyát elmegy nevével idő hajója menni örökléten vakon tartja sors korodat értsen nemzetem müvésze avagy kivéve kettő méltányolólag lelkesedve néz születtél boldogabb hazában érdemeknek kedvezőbb ég dicsőségednek fényes ragyogása félvilágra elsugárzanék eljőnek néznek hidegen tőled nagyot kivánnak értik száma sikerűlés remek órájának költő ír kedve tartja képiró kedve tartja fest szinészt befogják igába habár halállal sujtja est szóljak ellened viseltetik rút pártos szenvedéllyel koszorúd néhányan fonánk dühös kezekkel tépné szerteszéjjel magyarok párt párt mindörökké párt század óta átkos jelszavunk mindekkorig csüggedél zsibbadásnak terhe lepett kevés kétes bére átvirasztott puszta éjjelednek jutalmad elmaradni megtisztuland érzet ész eljövend méltánylás idője mindnyájunknak kedvence lész 
139,halál neme melyiké szeretném tudni éhen szomjan halok 
149,haragudjatok leánykák lelkeim beszélnek borról verseim gondolhatjátok bús életem keservek keservét szenvedem olvassátok tőlem tréfás dalokat sejtitek szivem megszakad lássátok szépeim bú rohan felbőszült oroszlán emésztőszilajan világ éjjé sötétedik sötétséges éjben vihar kerekedik vihar szivemben dúl irgalmatlanúl bor amitől lecsillapúl lecsillapúl lassanként elzúg fergeteg vidám kék eget szemlélhetek fölvidámult égen régi fényben jókedv holdja örömcsillagsugár jótevő orvosság szőlőnedv menté megúnt bús életem pillanat pókháló födözné versíró tollamat fekünném sírban hidegen föld hideg porával vegyűlne tetemem haragudjatok leánykák lelkeim beszélnek borról verseim 
159,szemek mindenható szemek hidegen hidegen megöltök halál halál mindenható szemek öljetek öljetek mosolygjatok mosolygjatok föltámadok föltámadok 
166,pál mester ilyformán okoskodott félrecsapta szilajhetykén kalapot eh adta való feleség nélkűle szabadabb életem elkergetem tett beszéle pál mester később okoskodott csapta ő kalapot adta kár elkergetnem kezében gazdaságom nőtt elpusztúl beszéle pál mester okoskodott félrecsapta hetykén kalapot eh adta haszna búm bánatom sokam adom adom tett beszéle pál mester okoskodott szemére csapta keservesen kalapot adta odavan mitévő légyek felkössem fel felkötöm tett beszéle 
178,tesz lyány magában csalfa legény elfeled feled feled feled szíve bánatában megreped 
200,háborítom nyugalmad elásott kincse életemnek szívem árva gyermekével halványarcú szenvedéssel gyakorta kijövendek zajt ütni érkezésem sírhalmod halkan lépek csókomat teszem fejfádra lemossa könnyem árja hazatérek 
203,hosszu nap hideg tetemidet szótlan ajakat becsukott szemet csókoltam homlokod letarlott édenét csókom érezéd csókoltam rombadőlt oltárom homlokod csókban hideg lelkem reáfagyott csókoltam szemfedőd dönthetlen határt min túl léphetek mennyemből kizárt koporsódnál fáklyák lángjait gyászszekeret temetőbe vitt hallám hant ásók éliről tompán reád zuhant tudok hihetem mindez álom kétkedve kérdezem hozzátok megyek tekintek szerteszét látom szemed tündökletes egét látom keresem hazatérek sírok keservesen 
205,égről hull csillag szemeimből könnyek hullnak hull csillag könnyeim halottért hullnak hull hull könny csillag hullnak fogynak 
208,álltam sírhalma keresztbefont kezekkel mozdúlatlan szoborként dombra szögzött szemmel hajós parton tengeren tekint koldussá tevé elvette kincsét 
212,szomorú élet énnekem eltemették kedvesem lézengek ősz virága szellő érkezésivel megszáradt szirmot hullat csüggedt fővel kimulását várja fájdalom gyakorta megrohan éhező vad mérgesszilajan éles körmét szivembe vágja kiáltok sors átkokat embernek mennyet mutat megtiltja lépjen legtöbbször csendes néma bánatom élek élek jön megszólít jóbarátom beszédeikre ritkán felelek örültem jöttenek szívesebben látom bolyongok céltalan bolyongok drága kislyány sírhalmához érek édes remény tart remélem szívem megreped csalnak remények 
225,szent költő lantja föld működését csillagtáborából őrszemekkel néző isten adománya ő beszél rezgő húrok énekében vigasztalólag fenyítve nép erénye elvetett magvából konkolyt arat tántorodva lép nemesebb törekvés tiszta ösvényéről lealjasúlás iszapos gödrébe szent költő lantja fájt látnom kevés szentséghez fél vakmerően nyúlni szennyes ujjal fényes álarc költő beszéde sötét szivének foltjait takarja szebb örömeimnek napja nap kebled rejtekében láthatám benned költő ember dalod dalodnak kútforrása szíved tiszta egyaránt nap sugára bizalommal adtam kezemet baráti szorításra taszítád etelke meghűlt szíve porlanék sírnak hold csillagatlan éjjelében ah barátod lettem megtörtént multat jelen keserve jelen siralma teremti enyhítsd enyhítsd barátság balzsamolajával veszteségem sebjét bánd olykor elmerengve csüggök bámuló szemekkel hitvesednek arcán bánd barátom hamvadó testvére szegény etelke elvesztett vonásit keresem lelek közűlök bárminő kevést reménynek eldőlt tündércsarnokából szent ereklyeképen tartom emlékimnek drága kincstárában őrzöm felejtés eltörlő kezétől megfagyástól őrzi világot meleg verőfény 
241,tudnék írni verseket szívem főerénye emberszeretet jót irok lennének szegény kritikusok időnként valamicske ezeknek hulladékot gyönyörrel falnak fel rágódjanak szegények élősködjenek csalódom emberek 
248,szív szerelemnek titkát rejti kunyhót bércek koszorúja árt erőtlen szalmafödelének dühét szélvész vidékre fúja szalmafödelét beárnyékozza hűsen susogó erdőség rezgő lombozatja min vígan fütyölő rigófaj búsan búgó vadgalamb ringatja kergetett őz fut gyors futással patak magasról völgy mélységébe kétfelől virágok kacér leánykák kandikálnak víz fényes tűkörébe viráglyánykákhoz jőnek imádók égő szenvedéllyel jőnek vadméhek élveznek szerelmet megjárja vízbehullás vége részeg örömének nap szellő szánakozva nézi levelet hajít szellő számára fennűl életmentő sajkán megszárítja szárnyát nap sugára hegyek tetőin duzzadó emlőkkel anyakecske gödölyéi kikerűlt ettől vadméhektől kunyhó kicsiny asztalára kellett búgó vadgalamb fütyölő rigófaj félnek csalják lépvesszőre önmagáról tudja lak népe édes szabadság tiszta levegője rabság urkény parancsolatját mennydörögve adja égiháborúnak zeng koronként istentiszteletre buzdító szózatja isten ő haragszik dorgáló felhők torkait bezárván mosolyg megengesztelődött isten mosolygása tündöklő szivárvány 
253,kalmáridőket élünk pénzdarabnak nézik világot világ pénz költő költő mondják hasztalan penész költő királyi kép világ tallérján királyi kép ő tallérnak csengő tiszta hangja szellemrésze hitvány anyagnak büszke költőnek születtél 
261,hold égen ezüst lant megannyi húr sugarak hold ezüst lantján szellők szellemkezekkel játszanak faluhoz közelg vándor egyúttal költő elandalodva csügg holdon elömlő sugarán méla vándor eléri falut faluban csend néma csend népsége elaludt kántor háza kapujánál hajadon leány zokog este hűs ő pongyolában reszketnek gyöngéd tagok vándor ballag szól lelt lelt hajadon felelj legszebbik holdsugár segíthetek bajodon hűségtelen kedvest siratsz lehetnék kedvesed lennék világ láta hűségeset holdvilágom leányka bánom sors ad örök éj létem örökké lássam holdamat szólt vándor lelkesedve leányka felel némán nehezíti kendejét könyűivel hold kántor szobájába sugárait beveti kántor lyány részeg apja benn feleségét döngeti 
279,ítélj találkozásról közöttünk legelső viselte nyelvem néma holt ajkaimról hallhatják gyakorta beszéd megáradt folyamát közbe közbe tréfa úszik árján enyelgő csónakos család tevéled összejöttem ajkamon szó hang jelent fergeteg keletkezőben megelőzi temetői csend fergeteg keletkezőben fergetegre készült kebelem kitört ontja villámlását mennydörgését vad szerelem zúg süvölt szaggat ront bont föllázadt fergeteg tűröm szivárványt látom viszonszerelmedet 
282,jogom féltselek leányka enyém szerelemféltés legborzasztóbb mennykő üt elsötétül világ elsötétül meggyulad végitélet alkotó angyalokkal trombitát fuvat harsog arkangyal trombitája agyvelőm reng szerteszét szakad dörg itélet sorsod örök kárhozat 
284,megvallom iskolában rest tanúló szörnyü rest tanítóm leányka tőled tanúlok édesörömest okvetetlen tőled tanulnom mostan tudni akarok tanulják iskolában tudják professzorok nos leányka lész tanítóm tőlem professzorság szeretném megtanulni tesz szó boldogság kerűl fáradságodba gondold percig vársz szólnod tekintet szépen megmagyaráz 
286,szerelemnek lobogója szívem érte szellem viaskodik rémes harc mindennap eltart kora regtől késő alkonyig szellem hófehér ruhába öltözködve vidám remény szellem mogorva kétség öltözködve hollófeketén vínak tudhatom győzedelmes melyikök tartok kettészakítják szerelmi zászlót szívemet 
299,isten szólna fiam neked megengedem halj magadnak tetszik erre kérném istenem ősz szelíd derült ősz sárga lombon fényes napsugár sárga lomb zengje végdalát tavasztól elmaradt madár őszi természetre halál jön észrevétlenül énreám jőjön vegyem észre mellettem ül lombon madárka zengjem végdalomat bűvös hangon sziveknek fenekére égbe vége varázséneknek ajkaimat csók zárja csókod szőke leány földi lények legdicsőbbike engedné isten kérném tavasz harc tavasza rózsák teremnek véres rózsák férfikebleken lelkesítve zengjenek harcok csalogányai trombiták legyek szivemből nőjön halálos vérvirág ledőlök paripámról ajkaimat csók zárja csókod szabadság égi lények legdicsőbbike 
318,virágoskert költő szíve másnak termi virágokat ezeket szétosztogatja önnön magának tövis pillangó költő lelke szegény pillangó neki megesett bolyong puszta kertben összetépik tövisek puszta kert tépett pillangó eszébe jut élvezettel mereng szegény költő mártirkoszoruján 
321,mondja visegrád táján bágyadt alkony zách klárának megtört szelleme mondja visegrád táján vad sötét éj zách bódognak bosszus szelleme 
327,juhászlegény szegény juhászlegény pénzzel kövér erszény megveszem szegénységet tőled rá'dásul add szeretődet pénz foglaló százennyi borravaló id'adnák világot rá'dásnak szeretőmet adnám másnak 
329,vén épület világ alacsonyra sűlyedett egyenest jársz beütöd gerendában fejedet hajolj fejtörő gerenda ellenedre betöröm fejem meghajtsam derekam 
335,vágyam kedvem borostyánkoszorúhoz magyarország leányi szőlővessző koszorúval koszorúzzatok szőlővessző költő sorsa hasonló költő szőlővessző világnak adja lelkét szőlővessző lelke bor költőnek lelke dal lelkünket általadtuk borban dalban világnak elhervadunk elenyészünk elenyésztünk lelkeink bor dal vígad világ 
340,szerelmes választ magának számtalan közűl csillagot költő választ magának számtalan közűl bajnokot toldy miklós kont lelkesíti vitéz föltüzel vitéz kürtharsogtatással országokat reszkettető lehel hős kürt hősnek halála égzengés vala kilencszáz év mult égzengésre viszhang lantomnak dala jászok kúnok hallgassátok hiszem legjobban érdekel titeket ő kürtharsogtatással országokat reszkettető lehel legjobb köszörükő bosszu fente magyar kardokat leggyorsabb fergeteg bosszu hordja mostan magyarokat éles kardokkal szélvészrohanással németek földére érnek elől száguld kürtharsogtatással országokat reszkettető lehel fented kardodat magyarság felsőbb hatalom esküdt ellened harcod koporsó óriás koporsó amelybe dicsőséged temeted lakomája halálnak költe rab vesztegel ezek kürtharsogtatással országokat reszkettető lehel akasztófára dörg német császár akasztófára zsiványokat haha hittétek száraz fák teremni fogtok virágokat lám kivirúltok mivelhogy vezér elsőséget érdemel kürtharsogtatással országokat reszkettető lehel kilépe hős isten néki császár függjek koszoruként oszlopon német t'om emberséged meghallgatod végkivánatom szeretnék kürtömbe fujni vén bajtársamtól bucsúzzak beszélt kürtharsogtatással országokat reszkettető lehel megkapta kürtjét megfujta hős császár megsiketült megsiketűlt eldőlt innenonnan kilencszáz éve kele kel ő fel jászberényben megvan kürt csorba élivel megcsorbított császár fején győzötten győzelmes lehel 
342,szelíd forrás habja dalai beillenének csengetyű szavának szelídek csengők valának ifjúságomnak hangjai kedélyem forrás vala mosolygó tűkre mennyországnak nap csillagok hold beleláthatának szivem forrás vig fris hala forrás folyam csengő szavát nyugalmát elvesztette vészek kergetnek vészeket mennynek nézni hasztalan nézz menny hasztalan magad láthatod csatáitól fergetegnek fenekiglen fölforgatva jelent vérfolt vizen vérfolt haboknak közepette horgát vad világ beléd ütötte vérzel árva hal szegény szivem 
372,szebb gyermeklyány orcája álmodja ifját öleli ifjút akivel ébren meri sejtetni imádja 
378,jőne fergeteg meghasítná eget hasitékon földgolyót behajítaná 
380,dicsőség tündöklő szivárvány napnak könnyekben megtört sugára 
397,csepp óceánban csillag égen emberiség fejin hajszál gonoszság szivében 
401,odanézzetek csatára iramlik fergeteg paripája szél nyargaló kezében felleg lobogó villám nyele vágtat vele vágtat vele csatára csatára harsog trombitája mennydörgés fergeteg tornyokat eldöntögeted kezében kiszakad tölgy bérc kebelébül századok óta vénül hatalmas fergeteg szakíthatod emberi szivbül bánatot 
402,énekeltem rólatok többször éneklek csillagok szeretlek titeket szebb világgal hiteget sugárotok mosolygotok esik tekintenem vidámság szomorú világban 
405,fogja megfejteni rejtélyt emberiségnek könnyei lemoshatnák emberiségnek szennyét 
419,gazdag úr gőgösködik nézi szegényt gőgösködjél jóbarát dolgod szegény magasabbról néz rád ő mennyben pokolban 
420,kereszt jutalma fáradságoknak mindenfelé keresztet osztogatnak aranykeresztet tűznek fejedelmek jobbágyaik mellére földmivesnek oszt természet búzakereszteket fakereszt illet megváltók titeket 
423,kivágom keblemből szívemet úgysem okoz gyötrelmeket kivágom földbe ültetem kikél babérfa képiben koszorúja bajnokoknak szabadságért harcolnak 
446,mondjam feledlek mondjam rólad kebel lyány örökre megemlékezik hitelt szavamnak szíved úgysem ad poéták hazudunk szívből szólunk hiszik 
450,kezében ekeszarva kezében kard látni szegény népet ont vért verítéket élte tart hullatja verítékét amennyit ő kiván eledelbül ruhábul hisz anyaföld magátul megtermené jő vért ont kardot foga védje hazát haza jog népnek joga 
470,senki szól fellegekhez napkeletre vándoroljatok napkelet hajnal hazája rózsákat mosolyog reátok lángrózsákat sötét arcotokra senki szól fellegekhez napkeletre napkeletre vonja mély titkos sejtés lágy szellemkezekkel odaértek megfürödnek piros tengerben hajnalnak sugártengerében megfürödhetének törődnek életökkel bánják elenyésznek hosszu pálya vár reájok hosszu pályán vihar sötétség szétszaggatta vihar este haldokolnak fölgyulad arculatjok pirúlás végső órájokban ifjuságuk visszaálmodása dicső édes ifjuságé rájok hajnal mosolygott felhők titkos sejtelemből napkeletre vándoroltam 
476,csoda élek hisz visszaszállt lélek eszmélek azelőtt kín reménység kebelemben fáklyát gyujtanak fénynél teremben kergetőznek játszanak tudni szeretném találkozás tünődik elmém véletlen számitás lyányka rejtélyes szíve mély folyam szemem bármilyen éles néz hasztalan rejtély lyányka nékem állsz megfejthetetlenűl kárhozatom üdvességem kettő közül törhetetlen lánc körűlem titok vonna sorsom szabadúlhatok bontsd lyányka titoknak fátyolából homlokod hagylak hull fátyolod mennem bizonytalanság kisér úr sors hajlok szavára ő parancsol kér elmegyek örökre fris virágokat hint tavasz fürteidre dalnokod meglátogat fecske tihozzátok röpűl reggel este cseveg ablakod kertbe mezőre járunk úgyebár nézzük lyányka föld vére patak pezsgve nézzük virágot nyílnak kelyheik ezeket nyílni látod szíved megnyilik 
490,szived bölcsőben fekvő csecsemő fekszik alszik ő fölébred keservesen sír gyermekem szelíden ringató dajkája nyájas szerelem 
504,éjfél alhatom gondomat altathatom történni vélem hazával kettős kérdés tépi lelkemet ah érem bajával gyötresz hazaszeretet költő sorsa örök vészű tengeren evez ér haragos habokból mentő sajkával partra tevék bántja azokból maradtak hajóba' apám apám taníttatál eke hagyál könyvet csalfa tündér lakja fölnyitod megkapja szívedet fölvisz legragyogóbb csillagra hoz magasból levet napba könyvbe nézz napvilágtól szemed fénye vész könyvvel világ erősíti szemeidet hoz vajmi szebben tünik nézheted tanultam maradék földmívelő aminek szánt ég tölteném kínos virrasztással végtelenbe nyúló éjszakát lelkem álom víg dallással madár módjára ringatná földmíves juhász kint pusztákon tanyáz ellegelget kolompolva nyája ő hűs bokorba vészi bé hallja senki fujdogálja saját kedvéért furulyát vasárnap tisztát venni hazajár szerelmes lyányka várja lyányka friss szereti dolgot megszületett tavasz csókot kap ád juhász ő boldog hiszi világ 
508,fogjon senki könnyelműen húrok pengetésihez munkát vállal magára kezébe lantot vesz tudsz eldalolni saját fájdalmad örömed rád szüksége világnak szent fát félretedd pusztában bujdosunk hajdan népével mózes bujdosott követte isten külde vezérül lángoszlopot ujabb időkben isten lángoszlopoknak rendelé költőket vezessék népet kánaán költő néppel tűzön vízen átok reá elhajítja kezéből nép zászlaját átok reá gyávaságból lomhaságból elmarad nép küzd fárad izzad pihenjen ő árnyék vannak hamis próféták hirdetik gonoszan megállhatunk ígéretnek földe hazugság szemtelen hazugság milliók cáfolnak nap hevében éhen szomjan kétségbeesve tengenek bőség kosarából mindenki egyaránt vehet jognak asztalánál egyaránt foglal helyet szellem napvilága ragyog ház ablakán mondhatjuk megálljunk kánaán megnyugvás folyvást küszködni élet munkáinkért fizetni semmivel halál szemeinket szelíd lágy csókkal zárja virágkötéllel selyempárnán bocsát föld mélyibe 
510,honnan madár jő tavasz kezdetével madár hűvös ködös ősszel tengerparton szent sír zöld tenger sárga partján vadbokor sötét fátyolként árnyékot boritván vadbokron kívül gyászolja senki dicső halottat zajos élet lejártával század óta hallgat végső honában szabadságért hősi kardot ránta híve sors hazája hű iránta számüzé gyáva nemzetét lássa látná megátkozná messzeségből néma fájdalommal néz nézte hős szülőföldéről ballagó felhőket melyeken estfény (vagy honának szégyenpírja égett űlt parton hallgatá csendes tenger mormogását gondolá hallja fölriadt népének távoli zugását várta várta várta jön hír szabad hazája várt várt halál jött hír hozzája otthon nevét ismerik emlékszik rája egyedűl költő szabadság örök lámpája 
520,lágyan suttogó szelíd szellő zöldelő mezőkön alá sétálok csókot lehelek bimbók ajakára édes meleg csókom hű szerelmi zálog nyíljatok nyíljatok tavasz leányi sugom fülökbe nyíljatok nyíljatok szemérmesen levetik leplöket keblökön kéjtől elájulok holnap süvöltő hang vad fuvalom reszket bokor fél tőlem látja kezemben kés köszörült kés tudja lombjait azzal lemetélem virágoknak sziszegem fülébe balga könnyenhivő lyányok hervadjatok hervadtan hullnak ősz kebelére rajtok hidegen gúnyosan kacagok lágy szellő csendes folyó úszom léget néma nyúgalomban létezésemet méhe tudja hazafelé tart rétről fáradtan fáradtan száll méh tehertől oldalán visz melyből mézet készít tenyeremre veszem kicsiny bogarat segítem lankadt röpülésit holnap vihar zúgó bőgő vihar szilaj paripámon tengert bejárom tanító csintalan gyermeknek sötétzöld üstökét haragosan rázom bejárom tengert hajót találok szárnyát lobogó vitorlát kitépem árbocával írom habokba sorsát pihenni kikötőben 
534,mezőre ballagok fű virág terem virágok virágaim kedvesek látom lyányt látnék szivem reszket keblem dagad siromra meghalok ültessetek virágokat leűlök virág elbeszélgetek vele szerelmet vallok neki megkérdem szeret szól hiszem ért érti szavaimat siromra meghalok ültessetek virágokat tudja illat virág beszéde értjük testünkön lelkünk fülibe szagolja hallja test szellemhangokat siromra meghalok ültessetek virágokat igen illat virág beszéde dala lényem durvább része sírban rólam lefejledez szagolom hallom dalokat siromra meghalok ültessetek virágokat virágillat virág dala lész bölcsődalom lágy zengedelminél tavaszonként elaluszom következendő tavaszig lelkem álmakkal mulat siromra meghalok ültessetek virágokat 
556,lennék folyóvíz hegyi folyam árja darabos utját sziklák járja szeretőm halacska habjaimban úszna vígan lubickolva lennék vad erdő folyó oldalán fergetegekkel harcot kiállanám szeretőm madárka ütne fészket ágamon dalolna lennék váromladék hegy legtetején bús pusztulásomat venném könnyedén szeretőm repkény elnyuló zöld karjaival homlokomra folyna lennék kicsiny kunyhó rejtett völgybe' eső vágta sebbel szalmafödelemen szeretőm tűz tűzhelyemen lassacskán nyájasan lobogna lennék felhődarab összetépett zászló vadontáj fáradtan megálló szeretőm alkonyat búshalovány arcom pirosan ragyogna 
570,nap hervadt rózsa lankadtan bocsátja fejét levelei halvány sugárok bús mosollyal hullnak néma csendes világ körűlem szól estharang szépen égbül jönne édes álomból hang hallgatom mély figyelemmel ábrándos hang jólesik tudj' isten érzek érzek tudja isten eszem 
581,megtépve megcsufolva sivatag közepén magában zászló szolgálok hosszú vihar ennyit tépe bármint rontva látszik csonka szárnyán isten képe szent jelnek gyérülnek hívei bálvány elébe térdet főt hajtani menjenek méltók sorban állni vélünk fecskék ledérek éghajlatot cserélnek sasok cserélünk varázshatalmú diszetlen csonka jel legdicsőbbek érte alatta haltak mutatja mutatja igazság isten oltáránál világ odább megállok siriglan 
593,vannak hellenek celták eltűntenek város tengerek árja benyel tornyaik orma maradt vízből torony orma homér oszián koldús vala királyfi emez különbség egybe' hasonlatosak mindketteje vak szemfényeiket lelkök lobogó tüze önnön dicsőségök ragyogása vevé szellemek varázskezeik érintik lant idegét isten igéje világot alkotnak ember elé bámulatos bámulatos halljátok homért dalában mennyei bolt csendes örömnek örök mosolya hajnali bíbor déli sugár aranya nyájasan ömlik alá tengeri szőke habokra bennök zöld szigetekre istenek űzik emberi nemmel boldog vegyülésben játékidat gyönyörű szerelem látjátok osziánt éjszaki tenger örök ködü földén vad szikla viharokkal harsogja dalát alaktalan éjben feljön hold lemenő nap vérvörösen zord fénybe borítja rengeteget bolygnak seregestül harc mezején elesett daliák bús szellemei világos virágzó dalodban koldusok őse homér sötét sivár dalodba' királyi utód oszián daloljatok verjétek lantot isteni lantot homér oszián eljőnek évek századjai ezredei letipornak könyörtelenül szentek előttök mindenre sárga halált lehelik ősz fejetek koszorúja zöld 
599,fekszem hanyatt föld sötétzöld szőnyegén merengve nézem sötétkék eget száll aranyos ezüstös csillagfény koszorú övezi fejemet megfürösztém lelkem sugárözönben lemosott magáról földi szennyet ujjászületve magasba röppen keresi mennyet alszik föld mély csendes álma halk dongás érinti fülemet mellém valami bogárka szálla távoli folyam harsogása távoliabb felhők mennydörgése ér parányivá törpül lelkemnek himnusz éneklése csillagkörbül szállj lelkem szállj égitestek pillants keresztül rejtelmök fátyolán istenség titkos ujja szövött bölcsességből szeszélyből nézd lelkem csillagokon nézd vagyon csillagok röpűlj gyors szárnyadon beszéljek kérdjem láttál élet gyötrelmes bús földi kemény szigorú itélet jutalmat oszt boszúját tölti közöm ehhez egyet szeretnék egyet megtudni hozz hírt vannak szívek szívek mélyén lángol szerelem szeretnek ah vágyok feljussak forrón imádkozni fogok szerelem kísér isten hozzátok ragyogó csillagok szebb föld búbánata enyésszem sírba fognak tenni szerelem pótol szerelmet pótolja 
